stem,iou,f1,precision,recall,chamfer_distance,modified_hausdorff,precision_at_0.1m,recall_at_0.1m,f1_at_0.1m
120_229_575,0.04679245282983553,0.08940158175720704,0.1368653421603341,0.06638115631620577,0.43050584128320274,0.30675809754602196,0.28125,0.38650963597430404,0.3255837209484686
120_229_576,0.054281345565334246,0.1029731647084809,0.16784869975962532,0.07426778242600138,0.421379310540588,0.24683012665871026,0.28749600255836266,0.3817991631799163,0.32800395751627737
120_229_577,0.056231003039086395,0.10647481574357452,0.16299559471006617,0.0790598290589844,0.41832943599149763,0.28366745973470386,0.25688073394495414,0.375,0.3049001766629228
120_229_578,0.056145675265127884,0.10632183474484758,0.1674208144758502,0.07789473684128531,0.4152202392738626,0.29918762881803884,0.25054945054945055,0.35789473684210527,0.2947528468666571
120_229_579,0.05496987951765837,0.10421127330183771,0.16258351892733666,0.07668067226810209,0.4368863428094115,0.3305218981051546,0.242728184553661,0.3277310924369748,0.2788965835183984
120_229_57,0.0,0.0,0.0,0.0,1.504945300836967,1.5132077522431457,0.036690896503980615,0.050974512743628186,0.04266906124374276
120_229_580,0.04966641956968372,0.09463276402936396,0.14922048997440487,0.06928645294654305,0.4686308320258372,0.37866807350825127,0.24899008446566287,0.31437435367114785,0.2778879538220639
120_229_581,0.03879941434817863,0.07470048887383125,0.11276595744440923,0.055848261327124886,0.5101805388628212,0.44971914895210185,0.23746490172482954,0.26870389884088514,0.2521204135830306
120_229_582,0.05329385640227022,0.10119465478418276,0.1558441558407826,0.07492195629474586,0.6066234720030477,0.5929411764705881,0.21567075583696083,0.2518210197710718,0.23234816671280623
120_229_583,0.04744787922323906,0.09059711290813452,0.13524590163657282,0.06811145510765623,0.7264146385616315,0.6829001155257125,0.2106812447434819,0.23116615067079463,0.22044883264718465
120_229_584,0.043940467753055,0.0841819371214933,0.12350597609315725,0.06385169927843613,0.655162461985845,0.6894101515796642,0.20078585461689588,0.22657054582904224,0.21290033126134988
